gene_accession_id,MGI:104559
gene_symbol,Rcn1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_030_001
pvalue,0.7701634
parameter_name,Tremor
analysis_id,098e18valwgcw8m
