gene_accession_id,MGI:1914199
gene_symbol,Trim59
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_019_001
pvalue,0.2776148
parameter_name,CD5+ gd T cells - % of gd T cells
analysis_id,0j41xo34jgn01kx
