gene_accession_id,MGI:109424
gene_symbol,Abca4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_005_001
pvalue,0.8350714
parameter_name,Coat - color - back
analysis_id,0shlxc807x7o42m
