gene_accession_id,MGI:107363
gene_symbol,Stxbp1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_010_001
pvalue,0.8891581
parameter_name,Fasted blood glucose concentration
analysis_id,02b4f63i78a1e4a
