gene_accession_id,MGI:98397
gene_symbol,Src
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_028_001
pvalue,0.7352954
parameter_name,QT
analysis_id,06h453ezyiy492a
