gene_accession_id,MGI:2384297
gene_symbol,Map7d1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAX_OFD_050_001
pvalue,0.2767293
parameter_name,Percentage center movement time
analysis_id,0e1p24n02a64g1a
