gene_accession_id,MGI:2685195
gene_symbol,Zbtb34
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_017_002
pvalue,0.3106594
parameter_name,Facial Cleft
analysis_id,177nkhgsfo6yj8a
