gene_accession_id,MGI:1309469
gene_symbol,Casq2
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_IMM_130_001
pvalue,0.9421668
parameter_name,CD11b-low cDC - % of CD45+
analysis_id,02575h9x58qh36a
