gene_accession_id,MGI:2685869
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_life_stage,Early adult
parameter_id,MGP_MLN_066_001
analysis_id,0paiet615612b9m
gene_symbol,Dpy19l4
mouse_strain,C57BL
pvalue,0.9629662
