pvalue,0.9924669
parameter_name,Embryo Size
mouse_strain,C57BL
gene_accession_id,MGI:2444631
gene_symbol,Bltp1
parameter_id,IMPC_GEP_022_001
analysis_id,0915657j69xd0im
mouse_life_stage,E15.5
