gene_accession_id,MGI:97324
gene_symbol,Nhlh2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_005_001
pvalue,2.345439e-05
parameter_name,Mean cell volume
analysis_id,14jhjtdo621a4zx
