gene_accession_id,MGI:1920199
mouse_strain,C57BL
gene_symbol,Ccnt2
pvalue,0.2977911
parameter_name,Coat - hair distribution - head
analysis_id,265b6vddv0wt88a
parameter_id,UCDLA_CSD_012_001
mouse_life_stage,E12.5
