gene_accession_id,MGI:99218
gene_symbol,Cdh4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_062_001
pvalue,0.07968266
parameter_name,Polysyndactylism
analysis_id,1439p40x2m56t9a
