gene_accession_id,MGI:99218
gene_symbol,Cdh4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_008_001
pvalue,0.9658038
parameter_name,Total bilirubin
analysis_id,080vp2b940a4rtx
