gene_accession_id,MGI:106925
gene_symbol,Cldn11
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
pvalue,3.558145e-05
parameter_name,Periphery average speed
analysis_id,0lrgjor0qv3066m
