gene_accession_id,MGI:3576049
gene_symbol,Ugt1a2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_078_001
pvalue,0.8597944
parameter_name,Total gd T cells - % of CD45+
analysis_id,1482q99i7fd928x
