gene_accession_id,MGI:2677271
gene_symbol,Slc24a5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_116_001
pvalue,0.4321807
parameter_name,Plasma cells - % of CD45+
analysis_id,12548y5r5qv986x
