gene_accession_id,MGI:1923304
gene_symbol,Prrc2b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_086_001
pvalue,0.8658585
parameter_name,CD5+ gd T cells - % of CD45+
analysis_id,1016dx1w4j2ws8a
