parameter_name,Number of rears - total
mouse_strain,C57BL
gene_accession_id,MGI:1350930
parameter_id,JAX_OFD_021_001
analysis_id,08w0vc04s31x96x
gene_symbol,Srp9
pvalue,0.5059387
mouse_life_stage,E12.5
