gene_accession_id,MGI:97565
gene_symbol,Pgm1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_IMM_052_001
pvalue,0.6961656
parameter_name,Plasma cells - % of B2 cells
analysis_id,0j0g1244009i84a
