gene_accession_id,MGI:97850
gene_symbol,Raly
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_013_001
pvalue,0.907332
parameter_name,HR
analysis_id,189w32iabn825lm
