gene_accession_id,MGI:106925
gene_symbol,Cldn11
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_012_001
pvalue,0.446024
parameter_name,Periphery permanence time
analysis_id,0p45f23fn8tfe0m
