gene_accession_id,MGI:1918142
pvalue,0.2040687
gene_symbol,Ttll7
analysis_id,0k5d2ez03ivg8ca
parameter_name,Red Blood Cell-count
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,M-G-P_016_001_002
