parameter_name,Coat - hair texture / appearance - back
parameter_id,IMPC_CSD_014_001
gene_accession_id,MGI:2444824
mouse_strain,C57BL
analysis_id,078q5n56png8x0a
gene_symbol,Sirpb1a
mouse_life_stage,Early adult
pvalue,0.135488
