gene_accession_id,MGI:3576049
gene_symbol,Ugt1a2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_070_001
pvalue,0.6887831
parameter_name,Left outer nuclear layer
analysis_id,03p58a68nvn188x
