gene_accession_id,MGI:1922387
mouse_strain,C57BL
analysis_id,19u83l4i7pifi3m
pvalue,0.7330954
gene_symbol,Rprd2
parameter_id,IMPC_OFD_010_001
mouse_life_stage,E12.5
parameter_name,Periphery distance travelled
