gene_accession_id,MGI:104516
gene_symbol,Slc23a3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_004_002
pvalue,0.525513
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
analysis_id,039188n5m6n8nex
