gene_accession_id,MGI:1921735
gene_symbol,Lrrc71
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_015_001
pvalue,0.9931864
parameter_name,Head shape
analysis_id,12fw4q3mf6bdwtx
