gene_accession_id,MGI:2679420
gene_symbol,Pak6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_062_001
pvalue,0.6163224
parameter_name,Right total retinal thickness
analysis_id,07z2txj4tab59aa
