gene_accession_id,MGI:2139018
gene_symbol,Olah
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_012_001
pvalue,0.1260296
parameter_name,Pupil Shape
analysis_id,0aew56p8o89jdbx
