gene_accession_id,MGI:105383
gene_symbol,Il18r1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_009_001
pvalue,0.8833708
parameter_name,Whole arena average speed
analysis_id,042a5w3p49nouba
