gene_accession_id,MGI:1914199
gene_symbol,Trim59
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,MGP_IMM_128_001
pvalue,0.9095517
parameter_name,Conventional DC (cDC) - % of CD45+
analysis_id,19zqx01y2x13gqx
