gene_accession_id,MGI:3576049
gene_symbol,Ugt1a2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_063_001
pvalue,0.4940689
parameter_name,Right inner nuclear layer
analysis_id,076k1wlm51586ba
