gene_accession_id,MGI:2140361
parameter_name,Mean cell haemoglobin concentration
pvalue,0.8757561
parameter_id,ESLIM_016_001_007
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_symbol,Slc35d1
analysis_id,0t73z7m4oaxr2ka
