gene_accession_id,MGI:1916428
gene_symbol,Snx5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_002
pvalue,0.3720762
parameter_name,Tremor
analysis_id,1dkh46p91155y0x
