gene_accession_id,MGI:1927753
gene_symbol,Inpp5e
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_016_001
pvalue,0.9369469
parameter_name,Number of pelvic vertebrae
analysis_id,0n435yvxczhq6ja
