gene_accession_id,MGI:1914199
gene_symbol,Trim59
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_GEM_029_001
pvalue,0.1823368
parameter_name,Tail Morphology
analysis_id,103r2g445838j9a
