gene_accession_id,MGI:1923676
analysis_id,18599591r37505x
parameter_id,ESLIM_008_001_016
mouse_strain,C57BL
parameter_name,Trunk curl
pvalue,0.7105137
mouse_life_stage,Early adult
gene_symbol,Fam209
