gene_accession_id,MGI:1923073
gene_symbol,Fam227b
mouse_life_stage,Early adult
parameter_id,M-G-P_025_001_002
pvalue,0.5162972
mouse_strain,C57BL
analysis_id,04ir49lo821667a
parameter_name,Urea
