parameter_name,Total CD8+ T cells - % of ab T cells
pvalue,0.8013516
gene_symbol,Cd1d1
mouse_life_stage,Early adult
parameter_id,MGP_MLN_012_001
analysis_id,0795g7i652qeydm
gene_accession_id,MGI:107674
mouse_strain,C57BL
