gene_accession_id,MGI:106637
gene_symbol,Slc30a2
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_ABR_008_001
pvalue,0.8798529
parameter_name,18kHz-evoked ABR Threshold
analysis_id,24m5rwnbp11yj8a
