gene_accession_id,MGI:3617846
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8758001
gene_symbol,Ankrd34a
parameter_id,JAX_PLC_004_001
analysis_id,0524f47bc3bebya
parameter_name,Glucose
