gene_accession_id,MGI:104708
gene_symbol,Cct3
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_XRY_012_001
pvalue,0.09934878
parameter_name,Pelvis
analysis_id,0igc20qf1h59d1a
