pvalue,0.7474255
mouse_life_stage,Early adult
parameter_id,MGP_CSD_027_001
gene_symbol,Snx5
analysis_id,09g227isy89j89m
mouse_strain,129SV
parameter_name,Ventral coat/hair colour pattern
gene_accession_id,MGI:1916428
