gene_accession_id,MGI:1922423
gene_symbol,Tex38
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_033_001
pvalue,0.8908166
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,2fig3cl3l89ffsa
