gene_accession_id,MGI:104708
gene_symbol,Cct3
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_077_001
pvalue,0.3148828
parameter_name,Effector Treg cells - % of CD45+
analysis_id,1r8d16ho2w1vogm
