gene_accession_id,MGI:2387617
gene_symbol,Obp2a
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_068_001
pvalue,0.9892487
parameter_name,Left total retinal thickness
analysis_id,0siey0r4tt7483a
