parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,02p6a3gxvgcjtbm
mouse_strain,C57BL
pvalue,0.7501101
mouse_life_stage,Early adult
gene_accession_id,MGI:1923676
parameter_id,MGP_IMM_004_001
gene_symbol,Fam209
