gene_accession_id,MGI:2140361
gene_symbol,Slc35d1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_004_001
pvalue,0.2991767
parameter_name,RR
analysis_id,133l9u2pd44vd6a
