gene_accession_id,MGI:1339755
gene_symbol,Csf3r
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_061_001
pvalue,0.3457996
parameter_name,Fusion of processes
analysis_id,09d0c8fyl1sl5bm
