gene_accession_id,MGI:1350930
gene_symbol,Srp9
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_063_001
pvalue,0.2213484
parameter_name,Craniofacial morphology
analysis_id,0c4333u26p084hm
