gene_accession_id,MGI:95975
gene_symbol,Ifi44l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_003
pvalue,0.2049722
parameter_name,Lean Mass
analysis_id,10a266t330438em
