gene_accession_id,MGI:97324
gene_symbol,Nhlh2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_015_001
pvalue,0.8660292
parameter_name,Coat - hair texture / appearance - head
analysis_id,034lv7865j4z97x
