gene_accession_id,MGI:1309469
gene_symbol,Casq2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_HEM_032_001
pvalue,0.4327305
parameter_name,Lymphocyte cell count
analysis_id,0oe59d817jnk6qa
