gene_accession_id,MGI:1337072
gene_symbol,Ier5
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,CCP_XRY_005_001
pvalue,0.9274098
parameter_name,Teeth
analysis_id,1l5vf3jq9a408cm
