gene_accession_id,MGI:107363
gene_symbol,Stxbp1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_019_001
pvalue,0.2167843
parameter_name,Number of center entries
analysis_id,106s3b1b7nn5x7m
