gene_accession_id,MGI:1915282
gene_symbol,Emc4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_021_001
pvalue,0.6030688
parameter_name,Number of rears - total
analysis_id,11gqk5a57l8vm3x
