gene_accession_id,MGI:107341
gene_symbol,Ctss
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_010_001
pvalue,0.2284542
parameter_name,Forelimb grip strength normalised against body weight
analysis_id,1e6kuc0818yc53a
