gene_accession_id,MGI:106925
gene_symbol,Cldn11
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,UCDLA_HEM_002_001
pvalue,0.5005762
parameter_name,Red blood cell count
analysis_id,0k6qnf07ny93jta
