gene_accession_id,MGI:1350926
gene_symbol,Etv3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_018_001
pvalue,0.5293036
parameter_name,Latency to center entry
analysis_id,0e8y4x023wvbbka
