gene_accession_id,MGI:97850
gene_symbol,Raly
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_061_001
pvalue,0.0944305
parameter_name,Fusion of processes
analysis_id,159605yr3a22u3a
