gene_accession_id,MGI:1921520
gene_symbol,Usp20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_011_001
pvalue,0.7366299
parameter_name,Embryo turning
analysis_id,17u3b5myuby6u1x
