gene_accession_id,MGI:2444631
gene_symbol,Bltp1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_005
pvalue,0.401883
parameter_name,PP4 startle magnitude
analysis_id,024u1z73e2l45wa
