gene_accession_id,MGI:1920199
gene_symbol,Ccnt2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_030_001
pvalue,0.1750292
parameter_name,Tremor
analysis_id,187rhw3q03gu5km
